,Date,target,CL=F,EURUSD=X,GC=F,HG=F,JPY=X,SI=F,XWD.TO,^DJI,^GSPC,^IXIC,^RUT,^TNX,^TYX,^VIX,VTI,IVV,SPY,XLK,XLV,JNK,VNQ,AAPL,AMZN,XOM,SHEL,CVX
10,2010-01-15,0,78.0,1.4390974044799805,1130.0999755859375,3.3550000190734863,90.75,18.410999298095703,22.735471725463867,10609.650390625,1136.030029296875,2287.989990234375,637.9600219726562,3.6760001182556152,4.574999809265137,17.90999984741211,44.32645034790039,87.37242889404297,87.0976791381836,18.498146057128906,25.285364151000977,47.7813720703125,25.52606964111328,6.218003273010254,6.35699987411499,39.890499114990234,28.394277572631836,44.634273529052734
11,2010-01-18,1,,1.4406731128692627,,,90.70500183105467,,22.77555084228516,,,,,,,,,,,,,,,,,,,
12,2010-01-19,0,79.0199966430664,1.4281021356582642,1139.699951171875,3.437000036239624,91.1989974975586,18.78400039672852,23.01603126525879,10725.4296875,1150.22998046875,2320.39990234375,649.1500244140625,3.7070000171661377,4.5980000495910645,17.579999923706055,44.912330627441406,88.45307159423828,88.18596649169922,18.816518783569336,25.897485733032227,47.901512145996094,26.04701042175293,6.493076801300049,6.380499839782715,39.982852935791016,28.924528121948242,44.88776779174805
13,2010-01-20,0,77.62000274658203,1.4110342264175415,1112.300048828125,3.345999956130981,91.19200134277344,17.865999221801758,22.94589233398437,10603.150390625,1138.0400390625,2291.25,639.6099853515625,3.658999919891357,4.543000221252441,18.68000030517578,44.49603271484375,87.5793685913086,87.28925323486328,18.514476776123047,25.677751541137695,47.6131706237793,25.75506019592285,6.393133163452148,6.289000034332275,39.267112731933594,28.33327293395996,44.02583312988281
14,2010-01-21,0,76.08000183105469,1.409701585769653,1102.699951171875,3.2850000858306885,90.39299774169922,17.496000289916992,22.535070419311523,10389.8798828125,1116.47998046875,2265.699951171875,628.3599853515625,3.611000061035156,4.50600004196167,22.270000457763672,43.67890548706055,85.8625717163086,85.61077117919922,18.31856346130371,25.120561599731445,46.844207763671875,25.01657485961914,6.282619476318359,6.330999851226807,38.49943542480469,27.751401901245117,42.94983673095703
15,2010-01-22,1,74.54000091552734,1.414107084274292,1089.199951171875,3.338500022888184,89.80999755859375,16.917999267578125,22.284568786621094,10172.98046875,1091.760009765625,2205.2900390625,617.1199951171875,3.5980000495910645,4.510000228881836,27.309999465942383,42.715274810791016,84.00780487060547,83.70236206054688,17.681812286376953,24.845888137817383,46.399715423583984,24.386869430541992,5.971010208129883,6.071499824523926,38.15312194824219,27.02407455444336,42.020320892333984
16,2010-01-25,0,75.26000213623047,1.4150075912475586,1095.199951171875,3.384000062942505,90.41500091552734,17.131000518798828,22.454910278320312,10196.8603515625,1096.780029296875,2210.800048828125,618.1099853515625,3.630000114440918,4.552999973297119,25.40999984741211,42.90028762817383,84.4293441772461,84.13154602050781,17.828754425048828,24.845888137817383,46.724090576171875,24.558616638183594,6.131646156311035,6.015500068664551,38.00880813598633,27.376012802124023,41.99777603149414
17,2010-01-26,1,74.70999908447266,1.4082324504852295,1097.9000244140625,3.3289999961853027,89.62999725341797,16.84600067138672,22.48497009277344,10194.2900390625,1092.1700439453125,2203.72998046875,612.1599731445312,3.630000114440918,4.565999984741211,24.549999237060547,42.70756530761719,84.03080749511719,83.77899932861328,17.779767990112305,24.704627990722656,46.73606872558594,24.329622268676758,6.2183051109313965,5.973999977111816,38.04922103881836,27.300920486450195,41.77244186401367
18,2010-01-27,0,73.66999816894531,1.4030951261520386,1084.4000244140625,3.2144999504089355,89.94999694824219,16.42799949645996,22.48497009277344,10236.16015625,1097.5,2221.409912109375,618.3800048828125,3.6440000534057617,4.552999973297119,23.13999938964844,42.91570281982422,84.45999908447266,84.17755126953125,17.926713943481445,24.877281188964844,46.88026428222656,24.547164916992188,6.276883602142334,6.137499809265137,37.82987976074219,27.066316604614258,41.51893615722656
19,2010-01-28,0,73.63999938964844,1.3968042135238647,1083.5999755859375,3.0899999141693115,89.77799987792969,16.20199966430664,22.27454948425293,10120.4599609375,1084.530029296875,2179.0,607.9299926757812,3.6579999923706055,4.568999767303467,23.729999542236328,42.40692138671875,83.44829559326172,83.21184539794922,17.412424087524414,24.720327377319336,46.820194244384766,24.335350036621094,6.017511367797852,6.301499843597412,37.49510192871094,26.475046157836914,41.25979995727539
20,2010-01-29,1,72.88999938964844,1.386693239212036,1083.0,3.0460000038146973,90.2699966430664,16.183000564575195,21.99398803710937,10067.330078125,1073.8699951171875,2147.35009765625,602.0399780273438,3.608999967575073,4.510000228881836,24.6200008392334,41.90583801269531,82.51329040527344,82.30743408203125,17.11038589477539,24.54767608642578,46.71207809448242,24.197959899902344,5.799202919006348,6.270500183105469,37.1891975402832,25.991729736328125,40.628849029541016
21,2010-02-01,1,74.43000030517578,1.3926994800567627,1104.300048828125,3.0785000324249268,90.76000213623048,16.652999877929688,22.19438934326172,10185.5302734375,1089.18994140625,2171.199951171875,609.25,3.6540000438690186,4.568999767303467,22.59000015258789,42.545677185058594,83.81620788574219,83.58737182617188,17.306303024291992,24.688926696777344,46.804203033447266,24.63875961303711,5.879821300506592,5.94350004196167,38.199283599853516,26.611129760742188,41.451332092285156
22,2010-02-02,0,77.2300033569336,1.3976240158081057,1117.4000244140625,3.0850000381469727,90.4280014038086,16.736000061035156,22.46492958068848,10296.849609375,1103.3199462890625,2190.06005859375,614.0499877929688,3.634999990463257,4.550000190734863,21.479999542236328,43.09300994873047,84.86620330810547,84.59907531738281,17.477733612060547,25.199047088623047,46.901206970214844,24.97650146484375,5.913940906524658,5.906000137329102,38.649505615234375,26.869220733642578,41.941444396972656
23,2010-02-03,0,76.9800033569336,1.3901052474975586,1111.4000244140625,2.9679999351501465,90.83999633789062,16.309999465942383,22.37474822998047,10270.5498046875,1097.280029296875,2190.909912109375,610.6599731445312,3.703000068664551,4.631999969482422,21.600000381469727,42.877174377441406,84.4369888305664,84.17755126953125,17.518545150756836,24.861587524414062,46.889041900634766,24.570066452026367,6.015697002410889,5.954999923706055,38.44172286987305,26.620512008666992,41.24289321899414
24,2010-02-04,1,73.13999938964844,1.3744947910308838,1062.4000244140625,2.875499963760376,89.41000366210938,15.343000411987305,21.77354621887207,10002.1796875,1063.1099853515625,2125.429931640625,589.6799926757812,3.609999895095825,4.545000076293945,26.07999992370605,41.54351043701172,81.85419464111328,81.57933807373047,17.028751373291016,24.2337703704834,45.979915618896484,23.659849166870117,5.798901081085205,5.796999931335449,37.35658264160156,25.536542892456055,40.20632553100586
25,2010-02-05,0,71.19000244140625,1.368007779121399,1052.199951171875,2.8540000915527344,89.22000122070312,14.822999954223633,21.57314682006836,10012.23046875,1066.18994140625,2141.1201171875,592.97998046875,3.5460000038146973,4.493000030517578,26.11000061035156,41.61289596557617,82.03042602539062,81.74795532226562,17.20018768310547,24.19453239440918,45.57986831665039,24.094913482666016,5.9018635749816895,5.869500160217285,37.40275192260742,25.517778396606445,40.09929275512695
26,2010-02-08,1,71.88999938964844,1.3654673099517822,1065.699951171875,2.9094998836517334,89.22000122070312,15.07800006866455,21.643287658691406,9908.3896484375,1056.739990234375,2126.050048828125,586.489990234375,3.5920000076293945,4.521999835968018,26.51000022888184,41.28911590576172,81.39429473876953,81.15782165527344,17.126710891723633,24.076814651489258,45.701080322265625,23.568246841430664,5.861401557922363,5.8414998054504395,37.38532638549805,25.269081115722656,39.507774353027344
27,2010-02-09,0,73.75,1.378207802772522,1076.699951171875,2.9835000038146973,89.76799774169922,15.430999755859377,21.94388771057129,10058.6396484375,1070.52001953125,2150.8701171875,595.1699829101562,3.632999897003174,4.567999839782715,26.0,41.83646011352539,82.45196533203125,82.1771469116211,17.273653030395508,24.265161514282227,45.81017303466797,23.493837356567383,5.923905372619629,5.901500225067139,37.87914276123047,25.921340942382812,40.17253494262695
28,2010-02-10,1,74.5199966430664,1.3753266334533691,1075.800048828125,2.986000061035156,89.93000030517578,15.302000045776367,21.703407287597656,10038.3798828125,1068.1300048828125,2147.8701171875,595.8200073242188,3.694000005722046,4.636000156402588,25.399999618530277,41.774784088134766,82.2603530883789,82.01619720458984,17.224668502807617,24.116058349609375,45.14344787597656,23.539628982543945,5.891597747802734,5.868000030517578,37.67580795288086,25.621145248413086,39.857059478759766
29,2010-02-11,0,75.27999877929688,1.3681762218475342,1094.199951171875,3.129499912261963,89.80999755859375,15.592000007629396,21.66332626342773,10144.1904296875,1078.469970703125,2177.409912109375,605.4600219726562,3.733000040054321,4.678999900817871,23.959999084472656,42.22190475463867,83.10343170166016,82.87458038330078,17.404260635375977,24.280855178833008,45.05860137939453,23.762876510620117,5.998788356781006,6.004499912261963,37.90239334106445,26.41212272644043,40.40914535522461
30,2010-02-12,0,74.12999725341797,1.363493800163269,1089.5,3.0789999961853027,89.94999694824219,15.449000358581545,21.66332626342773,10099.1396484375,1075.510009765625,2183.530029296875,610.719970703125,3.693000078201294,4.6570000648498535,22.729999542236328,42.22190475463867,83.07276153564453,82.80562591552734,17.436908721923828,24.225919723510742,45.179813385009766,24.043397903442383,6.050421237945557,5.982999801635742,37.64675521850586,25.992813110351562,40.386375427246094
31,2010-02-15,1,,1.3603036403656006,,,90.05000305175781,,,,,,,,,,,,,,,,,,,,,
32,2010-02-16,1,77.01000213623047,1.3767088651657104,1119.300048828125,3.2184998989105225,90.24400329589844,16.149999618530273,21.803607940673828,10268.8095703125,1094.8699951171875,2214.18994140625,620.8400268554688,3.6640000343322754,4.638999938964844,22.25,42.931129455566406,84.38335418701172,84.10855865478516,17.698144912719727,24.437808990478516,45.67683792114258,24.724628448486328,6.1416096687316895,5.876500129699707,38.50660705566406,26.564605712890625,41.51250076293945
33,2010-02-17,1,77.33000183105469,1.360692262649536,1119.5,3.2385001182556152,91.0500030517578,16.097999572753906,21.923847198486328,10309.240234375,1099.510009765625,2226.2900390625,624.8300170898438,3.742000102996826,4.714000225067139,21.71999931335449,43.17009353637695,84.7589111328125,84.50708770751953,17.74712562561035,24.626155853271484,46.028350830078125,24.947885513305664,6.1159443855285645,5.815499782562256,38.20449447631836,26.32159423828125,41.427188873291016
34,2010-02-18,1,79.05999755859375,1.3461486101150513,1118.0,3.2850000858306885,91.97699737548828,16.059999465942383,22.0240478515625,10392.900390625,1106.75,2241.7099609375,629.3200073242188,3.802999973297119,4.751999855041504,20.6299991607666,43.416786193847656,85.29539489746094,85.00530242919922,17.861413955688477,24.743873596191406,46.54963302612305,25.31998634338379,6.12741756439209,5.9039998054504395,38.32067108154297,26.617021560668945,41.87080764770508
35,2010-02-19,0,79.80999755859375,1.3615074157714844,1121.300048828125,3.3570001125335693,91.54000091552734,16.413000106811523,22.014028549194336,10402.349609375,1109.1700439453125,2243.8701171875,631.6199951171875,3.7820000648498535,4.702000141143799,20.020000457763672,43.57097244262695,85.4717025756836,85.18157958984375,17.812429428100586,24.743873596191406,46.852684020996094,25.337158203125,6.0893707275390625,5.875999927520752,38.26839828491211,26.540782928466797,42.11534881591797
36,2010-02-22,0,80.16000366210938,1.3605626821517944,1112.5999755859375,3.30649995803833,91.23500061035156,16.222000122070312,21.99398803710937,10383.3798828125,1108.010009765625,2242.030029296875,632.25,3.799000024795532,4.730999946594238,19.940000534057617,43.50159454345703,85.47935485839844,85.19688415527344,17.779767990112305,24.673240661621094,47.107242584228516,25.40012550354004,6.051630020141602,5.9004998207092285,37.99534606933594,26.47884750366211,41.49543762207031
37,2010-02-23,1,78.86000061035156,1.3527040481567385,1102.699951171875,3.21399998664856,90.16000366210938,15.887999534606934,22.014028549194336,10282.41015625,1094.5999755859375,2213.43994140625,625.0700073242188,3.690999984741211,4.631999969482422,21.3700008392334,42.977386474609375,84.40634155273438,84.16216278076172,17.559362411499023,24.437808990478516,46.682979583740234,25.20549201965332,5.95017671585083,5.861999988555908,37.72809600830078,25.98804473876953,40.97219467163086
38,2010-02-24,0,80.0,1.354316234588623,1096.5,3.2355000972747803,90.27899932861328,15.9399995803833,22.094188690185547,10374.16015625,1105.239990234375,2235.89990234375,630.4299926757812,3.694999933242798,4.633999824523926,20.270000457763672,43.362823486328125,85.18045043945312,84.93633270263672,17.73079490661621,24.618310928344727,46.73146057128906,25.463102340698242,6.058877944946289,5.986000061035156,38.082489013671875,26.38829803466797,41.1428108215332
39,2010-02-25,1,78.16999816894531,1.3536012172698977,1107.800048828125,3.192500114440918,89.2699966430664,16.110000610351562,22.114227294921875,10321.0302734375,1102.93994140625,2234.219970703125,630.4600219726562,3.641999959945679,4.581999778747559,20.100000381469727,43.34741973876953,85.11146545410156,84.82135772705078,17.681812286376953,24.63399887084961,46.93755340576172,25.560422897338867,6.099337577819824,5.909999847412109,37.844295501708984,26.116697311401367,41.01199722290039
40,2010-02-26,1,79.66000366210938,1.3631035089492798,1118.300048828125,3.2685000896453857,88.9209976196289,16.5,22.074148178100582,10325.259765625,1104.489990234375,2238.260009765625,628.5599975585938,3.595000028610229,4.52899980545044,19.5,43.34741973876953,85.11146545410156,84.8750228881836,17.706310272216797,24.641849517822266,47.02238845825195,25.548980712890625,6.178447246551514,5.920000076293945,37.76295471191406,26.083341598510742,41.12007522583008
41,2010-03-01,1,78.69999694824219,1.356208086013794,1117.800048828125,3.3329999446868896,89.1500015258789,16.448999404907227,22.0240478515625,10403.7900390625,1115.7099609375,2273.570068359375,642.6500244140625,3.6059999465942383,4.557000160217285,19.26000022888184,43.86390686035156,86.00818634033203,85.75640869140625,17.93487548828125,24.877281188964844,47.133663177490234,25.76650619506836,6.310399055480957,6.2270002365112305,37.99534606933594,26.38829803466797,41.41012191772461
42,2010-03-02,1,79.68000030517578,1.3620638847351074,1136.9000244140625,3.3954999446868896,88.73999786376953,17.04400062561035,22.10420799255371,10405.98046875,1118.31005859375,2280.7900390625,648.3099975585938,3.614000082015991,4.568999767303467,19.059999465942383,44.00266647338867,86.23042297363281,85.9939956665039,17.91039276123047,24.963605880737305,47.29261779785156,25.7779598236084,6.30617094039917,6.276500225067139,38.04762649536133,26.54553985595703,41.700172424316406
43,2010-03-03,1,80.87000274658203,1.3701633214950562,1142.699951171875,3.4189999103546143,88.56999969482422,17.30900001525879,22.114227294921875,10396.759765625,1118.7900390625,2280.679931640625,649.260009765625,3.625,4.585999965667725,18.82999992370605,44.056640625,86.36073303222656,86.0706787109375,17.918554306030273,24.861587524414062,47.5982780456543,25.709251403808594,6.320662975311279,6.29449987411499,38.01276397705078,26.845735549926758,41.59212112426758
44,2010-03-04,1,80.20999908447266,1.3584003448486328,1132.5999755859375,3.3605000972747803,89.16000366210938,17.1560001373291,22.124248504638672,10444.1396484375,1122.969970703125,2292.31005859375,652.469970703125,3.6059999465942383,4.556000232696533,18.71999931335449,44.172264099121094,86.59832763671875,86.33121490478516,17.992029190063477,24.783111572265625,47.524932861328125,25.869543075561523,6.362334251403809,6.426499843597412,37.99534606933594,26.712318420410156,41.563697814941406
45,2010-03-05,0,81.5,1.3628991842269895,1134.800048828125,3.4024999141693115,90.22000122070312,17.36199951171875,22.44488906860352,10566.2001953125,1138.699951171875,2326.35009765625,666.02001953125,3.681999921798706,4.638999938964844,17.420000076293945,44.873783111572266,87.84760284423828,87.56517791748047,18.212432861328125,25.12841033935547,47.87945556640625,26.57367515563965,6.611140251159668,6.445499897003174,38.616981506347656,27.18880844116211,42.257545471191406
46,2010-03-08,1,81.87000274658203,1.3616927862167358,1123.5999755859375,3.3965001106262207,90.28600311279295,17.25200080871582,22.41482925415039,10552.51953125,1138.5,2332.2099609375,667.1099853515625,3.7079999446868896,4.671999931335449,17.790000915527344,44.881492614746094,87.87825775146484,87.58049011230469,18.310400009155273,24.97930335998535,48.11178970336914,26.842731475830078,6.615062713623047,6.505499839782715,38.622779846191406,27.2316951751709,42.450927734375
47,2010-03-09,1,81.48999786376953,1.360692262649536,1122.0,3.3980000019073486,89.98899841308594,17.31800079345703,22.364728927612305,10564.3798828125,1140.449951171875,2340.679931640625,669.6300048828125,3.700999975204468,4.677000045776367,17.920000076293945,44.97400665283203,87.97791290283203,87.72612762451172,18.392030715942383,24.963605880737305,48.20961380004883,26.905702590942383,6.7340312004089355,6.440999984741211,38.797080993652344,27.274581909179688,42.257545471191406
48,2010-03-10,1,82.08999633789062,1.3643310070037842,1107.800048828125,3.3550000190734863,90.47000122070312,16.993999481201172,22.454910278320312,10567.330078125,1145.6099853515625,2358.949951171875,674.9299926757812,3.7200000286102295,4.689000129699707,18.56999969482422,45.212974548339844,88.3687744140625,88.1170425415039,18.514476776123047,24.97930335998535,48.27074432373047,27.14613151550293,6.788986682891846,6.5254998207092285,39.052711486816406,27.44135093688965,42.064170837402344
49,2010-03-11,0,82.11000061035156,1.3685319423675537,1108.0,3.365999937057495,90.64800262451172,17.13599967956543,22.43486976623535,10611.83984375,1150.239990234375,2368.4599609375,677.219970703125,3.7200000286102295,4.658999919891357,18.059999465942383,45.382568359375,88.76730346679688,88.48491668701172,18.58795738220215,25.17548942565918,48.246299743652344,27.30642318725586,6.808913230895996,6.678999900817871,39.052711486816406,27.66529655456543,42.08122634887695
50,2010-03-12,1,81.23999786376953,1.376993179321289,1101.5,3.369499921798706,90.54000091552734,17.02400016784668,22.454910278320312,10624.6904296875,1149.989990234375,2367.659912109375,676.5900268554688,3.7100000381469727,4.632999897003174,17.579999923706055,45.382568359375,88.7596664428711,88.49254608154297,18.571622848510742,24.987154006958008,48.29518508911133,27.523958206176758,6.842129230499268,6.591000080108643,38.8087043762207,27.755840301513672,41.927677154541016
51,2010-03-15,1,79.80000305175781,1.3677457571029663,1105.0999755859375,3.306999921798706,90.31999969482422,17.08300018310547,22.324649810791016,10642.150390625,1150.510009765625,2362.2099609375,674.4099731445312,3.703999996185303,4.636000156402588,18.0,45.367156982421875,88.81330108642578,88.51555633544922,18.555295944213867,25.151948928833008,48.11178970336914,27.461000442504883,6.758791446685791,6.55649995803833,38.51820373535156,27.603355407714844,41.84235763549805
52,2010-03-16,1,81.69999694824219,1.3768794536590576,1122.199951171875,3.3570001125335693,90.29000091552734,17.33300018310547,22.51502990722656,10685.98046875,1159.4599609375,2378.010009765625,679.5800170898438,3.6530001163482666,4.5929999351501465,17.690000534057617,45.737186431884766,89.5337142944336,89.22071838378906,18.69407081604004,25.222578048706055,48.20961380004883,28.12504005432129,6.7772088050842285,6.5894999504089355,38.67506790161133,28.117984771728516,42.075538635253906
53,2010-03-17,0,82.93000030517578,1.3738338947296145,1124.0,3.4100000858306885,90.40299987792967,17.50200080871582,22.525049209594727,10733.669921875,1166.2099609375,2389.090087890625,683.97998046875,3.641999959945679,4.572000026702881,16.90999984741211,46.03011703491211,90.03956604003906,89.74950408935547,18.751220703125,25.230424880981445,48.1973876953125,28.542949676513672,6.767244815826416,6.566999912261963,39.13404846191406,28.54206085205078,42.467994689941406
54,2010-03-18,0,82.19999694824219,1.361396312713623,1127.4000244140625,3.387500047683716,90.4800033569336,17.406999588012695,22.56513023376465,10779.169921875,1165.8299560546875,2391.280029296875,681.6099853515625,3.671999931335449,4.589000225067139,16.6200008392334,45.97616195678711,90.00125885009766,89.70357513427734,18.77570343017578,25.403078079223633,48.405242919921875,28.388378143310547,6.783250331878662,6.638000011444092,39.15147399902344,28.4705810546875,42.519187927246094
55,2010-03-19,1,80.68000030517578,1.353692889213562,1107.4000244140625,3.364500045776367,90.5199966430664,17.017000198364258,22.454910278320312,10741.98046875,1159.9000244140625,2374.409912109375,673.8900146484375,3.687000036239624,4.578999996185303,16.969999313354492,45.67551803588867,89.5337142944336,89.24946594238281,18.663503646850586,25.393634796142578,48.20961380004883,28.079254150390625,6.710781574249268,6.517499923706055,38.9481315612793,27.874969482421875,42.64427947998047
56,2010-03-22,1,81.25,1.356704831123352,1099.300048828125,3.372499942779541,90.33999633789062,16.920000076293945,22.63527107238769,10785.8896484375,1165.81005859375,2395.39990234375,682.9099731445312,3.663000106811523,4.568999767303467,16.8700008392334,45.999271392822266,90.0165786743164,89.72661590576172,18.802730560302734,25.55898094177246,48.380802154541016,28.434173583984375,6.786267280578613,6.523499965667725,38.907470703125,27.760608673095703,42.34853744506836
57,2010-03-23,0,81.91000366210938,1.3468012809753418,1103.5,3.369499921798706,90.36599731445312,17.011999130249023,22.68537139892578,10888.830078125,1174.1700439453125,2415.239990234375,690.2999877929688,3.680000066757202,4.5980000495910645,16.350000381469727,46.32306671142578,90.66804504394531,90.35768127441406,18.982891082763672,25.68497085571289,48.36854553222656,28.354028701782227,6.895270824432373,6.4629998207092285,38.89583206176758,27.96548843383789,42.52485275268555
58,2010-03-24,0,80.61000061035156,1.3331022262573242,1088.5999755859375,3.3364999294281006,92.01399993896484,16.625999450683594,22.64529037475586,10836.150390625,1167.719970703125,2398.760009765625,683.6799926757812,3.828999996185303,4.7210001945495605,17.549999237060547,46.053245544433594,90.22350311279297,89.91899871826172,18.892812728881836,25.409381866455078,48.31967544555664,28.508594512939453,6.925769329071045,6.4019999504089355,38.63440704345703,27.488996505737305,42.04711151123047
59,2010-03-25,1,80.52999877929688,1.3307074308395386,1092.699951171875,3.371000051498413,92.51300048828124,16.726999282836914,22.64529037475586,10841.2099609375,1165.72998046875,2397.409912109375,679.0999755859375,3.901000022888184,4.776999950408936,18.399999618530277,45.97277069091797,90.05958557128906,89.77278137207031,18.925573348999023,25.3070125579834,48.55195617675781,28.578392028808594,6.8436384201049805,6.736499786376953,38.51820373535156,27.131633758544922,41.97319412231445
60,2010-03-26,1,80.0,1.3410038948059082,1104.199951171875,3.3929998874664307,92.50700378417967,16.893999099731445,22.715431213378903,10850.3603515625,1166.5899658203125,2395.1298828125,678.969970703125,3.8550000190734863,4.751999855041504,17.770000457763672,45.96501541137695,90.09806060791016,89.71893310546875,18.835485458374023,25.1180477142334,48.47860336303711,28.42842674255371,6.971965312957764,6.752999782562256,38.65765380859375,27.34129524230957,42.33147048950195
61,2010-03-29,1,82.16999816894531,1.3481086492538452,1110.300048828125,3.5295000076293945,92.48999786376952,17.37299919128418,22.80561065673828,10895.8603515625,1173.219970703125,2404.360107421875,682.25,3.864000082015991,4.763000011444092,17.59000015258789,46.23591995239258,90.59835815429688,90.28842163085938,18.892812728881836,25.385753631591797,48.625328063964844,28.51494026184082,7.016955375671387,6.75600004196167,39.09919357299805,27.44135093688965,42.786468505859375
62,2010-03-30,0,82.37000274658203,1.3424079418182373,1104.5,3.555000066757202,92.81999969482422,17.31599998474121,22.78557014465332,10907.419921875,1173.27001953125,2410.68994140625,683.9400024414062,3.868000030517578,4.756999969482422,17.1299991607666,46.259124755859375,90.64451599121094,90.3499984741211,18.97470474243164,25.385753631591797,48.686424255371094,28.474571228027344,7.121428966522217,6.828999996185303,38.95394515991211,27.417524337768555,42.82627868652344
63,2010-03-31,1,83.76000213623047,1.3508037328720093,1113.300048828125,3.5460000038146973,93.5199966430664,17.511999130249023,22.57514953613281,10856.6298828125,1169.4300537109375,2397.9599609375,678.6400146484375,3.8329999446868896,4.715000152587891,17.59000015258789,46.11982727050781,90.31354522705078,90.04217529296875,18.91738510131836,25.299148559570312,48.6497688293457,28.15158462524414,7.095765113830566,6.78849983215332,38.91326904296875,27.570005416870117,43.127723693847656
64,2010-04-01,0,84.87000274658203,1.3584003448486328,1125.0999755859375,3.57699990272522,93.8499984741211,17.875999450683594,22.765531539916992,10927.0703125,1178.0999755859375,2402.580078125,683.97998046875,3.858999967575073,4.728000164031982,17.469999313354492,46.45261001586914,90.9831771850586,90.65779876708984,18.884628295898438,25.440872192382812,48.70646286010742,28.2957820892334,7.125053882598877,6.5904998779296875,39.27927780151367,28.094154357910156,43.61685562133789
